ID;Strassenname;PLZ;Region
3152;Ernst-Moritz-Arndt-Str. 50;96515;Sonneberg
3153;Am Geisberg 23;97209;Veitshöchheim
3154;Am Wachtelberg;97273;Kürnach
3155;Mainaustr. 57;97082;Würzburg-Zellerau
3156;Carl-Benz-Str. 2;96106;Ebern
3157;Schweinfurter Str. 8;97080;Würzburg-Altstadt
3158;Sander Str. 40;97475;Zeil am Main
3159;Werner-von-Siemens-Str. 62;97076;Würzburg-Lengfeld
3160;Leistenstr. 25;97082;Würzburg-Mainviertel
3161;Einsteinstr. 6;97204;Höchberg
3162;Helläcker 1;97218;Gerbrunn
3163;Frohnlacherstr. 5;96242;Sonnefeld
3164;Stuttgarter Str. 24;97084;Würzburg-Heidingsfeld
3165;Industriestr. 17;96342;Stockheim
3166;Am Sportplatz 1;97337;Dettelbach
3167;Mainau 10;96215;Lichtenfels-Mainau
3168;Moskauer Ring 5;97084;Würzburg-Heuchelhof
3169;Bamberger Str. 37a;96231;Staffelstein
3170;Pestalozziallee 29;97941;Tauberbischofsheim
3171;Nikolaus-Fey-Str. 23;97353;Wiesentheid
3172;Weinbergstr. 1A;96328;Küps
3173;Mergentheimer Str. 16;97941;Tauberbischofsheim
3174;Kehläcker 2;96317;Kronach
3175;Oberweg 1;96199;Zapfendorf
3176;Johann-Adam-Kleinschroth-Str. 4;97318;Kitzingen
3177;Weismainer Str. 15;96264;Altenkunstadt
3178;Pestalozzistr. 1A;97199;Ochsenfurt
3179;Am Sportplatz 28;96103;Hallstadt
3180;Michael Dechant Str. 1;96260;Weismain
3181;Gaustadter Hauptstr. 109;96049;Bamberg-Gaustadt
3182;Josef-Fösel-Str. 7;96117;Memmelsdorf
3183;Villachstr. 2;96052;Bamberg
3184;Treppendorfer Str. 8;96138;Burgebrach
3185;Kronacher str. 38;95119;Naila
3186;Würzburger Str. 57;96049;Bamberg
3187;Kulmbacher Str. 4;95336;Mainleus
3188;Albert-Ruckdeschel-Str. 15;95326;Kulmbach
3189;Dieselstr. 6;97980;Bad Mergentheim
3190;Am Kreuzstein 7-9;95326;Kulmbach
3191;Igersheimer Str. 56;97980;Bad Mergentheim
3192;Talstr. 1;97990;Weikersheim
3193;Industriestr. 7;96114;Hirschaid
3194;Leopoldstr. 14;95030;Hof
3195;Oberzenner Str. 1;97215;Uffenheim
3196;Christoph-Klaus-Str. 11;95028;Hof
3197;Wunsiedler Str. 4;95032;Hof
3198;August-Horch-Str. 7;95213;Münchberg
3199;Schlesierstr. 13;91315;Höchstadt/ Aisch
3200;Kulmbacher Straße;95512;Neudrossenfeld
3201;Weinhütten 1;91330;Eggolsheim
3202;Fährtstr. 12;91330;Eggolsheim
3203;Riedweg 10;91413;Neustadt/ Aisch
3204;Jahnstr. 12;91438;Bad Windsheim
3205;Bügstr. 80;91301;Forchheim
3206;Meranierring 49;95445;Bayreuth-Roter Hügel
3207;Meranierring 49;95447;Bayreuth
3208;Leuschnitzstr. 2;95463;Bindlach
3209;Pilatus Campus 6;91353;Hausen
3210;Adolf-Wächter-Str. 1;95447;Bayreuth
3211;Bernecker Str. 26;95448;Bayreuth-St.Georgen
3212;Berneckerstrasse;95447;Bayreuth
3213;Leibnizstr. 6;95447;Bayreuth
3214;Nürnberger Str. 3 a;95444;Bayreuth
3215;Nürnberger Str. 3A;95448;Bayreuth-Kreuzstein
3216;Erlbacher Str. 48;91541;Rothenburg
3217;Ohmstr. 8;91074;Herzogenaurach
3218;Balthasar-Neumann-Str. 41A;91327;Gößweinstein
3219;Mönaustr. 75;91058;Erlangen-Büchenbach
3220;Moenaustr. 75;91056;Erlangen
3221;Neumühle 4;91056;Erlangen-Alterlangen
3222;Nägelsbachstr. 59;91052;Erlangen-Innenstadt
3223;Dresdnerstr. 21;91058;Erlangen
3224;Nürnberger Str. 53;90579;Langenzenn
3225;Weyhausenstr. 3;91077;Neunkirchen am Brand
3226;Fürther Str. 62;90587;Veitsbronn
3227;Dr.Ludwig-Rieß-Str. 2;95100;Selb
3228;Egerstr. 130;95632;Wunsiedel
3229;Schweinfurter Str. 26;90427;Nürnberg-Großgründlach
3230;Nürnberger Str. 34;90556;Cadolzburg
3231;Sauerbruchstr. 34;91257;Pegnitz
3232;Erlanger Str. 192;90765;Fürth-Ronhof
3233;Eckentaler Str. 1;90542;Eckental
3234;Siemensstr. 41;90766;Fürth-Hardhöhe
3235;Steinweg 9;91578;Leutershausen
3236;Paul-Ehrlich-Str. 2;90562;Heroldsberg
3237;Brettergartenstr. 84;90427;Nürnberg-Schniegling
3238;Fronmüllerstr. 12;90763;Fürth-Südstadt
3239;Rettistr. 1;91522;Ansbach
3240;Thomas-Mann-Str. 3;90513;Zirndorf
3241;Cuxhavener Str. 2;90425;Nürnberg-Thon
3242;Bayreuther Str. 22;95478;Kemnath
3243;Nürnberger Str. 66;91522;Ansbach
3244;Wölsauer Str. 38;95615;Marktredwitz
3245;Peyerstr. 23;90429;Nürnberg-Eberhardshof
3246;Louis-Schmetzer-Str. 4;91522;Ansbach
3247;Hainbergstr. 20;90522;Oberasbach
3248;Gebersdorfer Str. 290;90449;Nürnberg-Gebersdorf
3249;Bessemer Str. 17;90411;Nürnberg-Herrnhütte
3250;St.Gallen-Ring 1;90431;Nürnberg-Großreuth
3251;Rohrmannstr. 11;90429;Nürnberg-Gostenhof
3252;Gewerbering 14;90574;Roßtal
3253;Nürnbergerstr. 95;91220;Schnaittach
3254;Bahnhofsplatz 9;90443;Nürnberg
3255;Mühlstr. 43;90547;Stein
3256;Galgenhofstr. 49;90459;Nürnberg
3257;Ostendstr. 58;90482;Nürnberg-Mögeldorf
3258;Ernst-Sachs-Str. 4;90441;Nürnberg-Werderau
3259;Am Röthenbacher Landgraben 2;90451;Nürnberg-Röthenbach
3260;Thüringer Str. 2;90459;Nürnberg-Steinbühl
3261;Am Kohlschlag 12;90571;Schwaig-Behringersdorf
3262;Allersberger Str. 130;90461;Nürnberg-Glockenhof
3263;Im Tal 7;91623;Sachsen bei Ansbach
3264;Henry-Dunant-Str. 2;91207;Lauf/ Pegnitz
3265;Industriestr. 7;91567;Herrieden
3266;Julius-Loßmann-Str. 11;90469;Nürnberg-Gartenstadt
3267;Kallmünzer Str. 16;90478;Nürnberg-Gleißhammer
3268;Kirchenthumbacher Str. 30;92676;Eschenbach
3269;Renzenhofer Str. 100;90552;Röthenbach
3270;Dinkelsbühler Str. 10;91555;Feuchtwangen
3271;Löwenberger Str. 153;90475;Nürnberg-Altenfurt
3272;Leutenbachstr. 33;91217;Hersbruck
3273;Strawinskystr. 42;90455;Nürnberg-Katzwang
3274;Bahnhofsstr. 60;92655;Grafenwöhr
3275;Happurger Str. 8;91224;Pommelsbrunn-Hohenstadt
3276;Gunzenhausener Str. 51;91572;Bechhofen
3277;Am Igelsdorfer Berg 4;91126;Rednitzhembach
3278;Richtwiese 1;90530;Wendelstein
3279;Bahnhofstr. 8;90592;Schwarzenbruck
3280;Von-Raumer-Str. 11;91550;Dinkelsbühl
3281;Nürnberger Str. 11;90518;Altdorf
3282;Mitterteicher Str. 21;95643;Tirschenreuth
3283;Allersberger Str. 87;91154;Roth
3284;Alemannenstr. 4;91710;Gunzenhausen
3285;Karolinenstr. 26;92237;Sulzbach-Rosenberg
3286;Weissenburger Str. 83;91710;Gunzenhausen
3287;Professor-Zintl-Str. 11;92637;Weiden-Rehbühl
3288;Am Krautgarten 1;91717;Wassertrüdingen
3289;Zur Centralwerkstätte 22;92637;Weiden
3290;Leimberger Str. 55;92637;Weiden
3291;Blomenhofstr. 1A;92318;Neumarkt
3292;Nürnberger Str. 46;92318;Neumarkt
3293;Hirschauer Str. 2;92224;Amberg-Ammersricht
3294;Infanteriestr. 1;92224;Amberg
3295;Regensburger Str. 105;92318;Neumarkt
3296;Appianistr. 4;92342;Freystadt
3297;Barbarastr. 20;92224;Amberg
3298;Schulhausstr. 16;91781;Weißenburg
3299;Kanalstr. 49;91757;Treuchtlingen
3300;Hausener Str. 3;91171;Greding
3301;Im Oehl 6;92339;Beilngries
3302;Paul-von-Denis-Str. 4;92421;Schwandorf
3303;Am Schiessanger 9;92526;Oberviechtach
3304;Regensburger Str. 46;93133;Burglengenfeld
3305;Industriestr. 1;92431;Neunburg
3306;Am Gewerbepark 2A;93339;Riedenburg
3307;Strassäcker 2;93128;Regenstauf
3308;Haidäckerweg 6;93149;Nittenau
3309;Deuerlinger Str. 44;93152;Nittendorf-Pollenried
3310;Prüfeninger Schloßstr. 4;93051;Regensburg
3311;Altmühlstr. 4;93059;Regensburg
3312;Kelheimwinzerstr. 130;93309;Kelheim
3313;Metzgerweg 11;93053;Regensburg-Schwabelweis
3314;Hohengebrachinger Str. 32;93080;Pentling
3315;Merowinger Str. 1;93053;Regensburg
3316;Friedrich-Viehbacher-Allee 9;93055;Regensburg-Burgweinting
3317;Berliner Str. 41;93073;Neutraubling
3318;Straubinger Str. 14;93326;Abensberg
3319;Hochstr. 8;93437;Furth im Wald
3320;Rodinger Str. 4;93413;Cham
3321;Bahnhofstr. 2;93096;Köfering
3322;Regensburger Str. 47;93086;Wörth/ Donau
3323;Lamer Str. 36;93444;Bad Kötzting
3324;Schmidstr. 24A;94234;Viechtach
3325;Geiselhöringer Str. 66;94315;Straubing
3326;Petersgewanne 1;94327;Bogen/ Furth
3327;Hirschberger Ring 32;94315;Straubing
3328;Landshuter Str. 197;94315;Straubing
3329;Eichenhainstr. 2;94526;Metten
3330;Zwieseler Str. 45;94209;Regen
3331;Regener Str. 35;94227;Zwiesel
3332;Graflinger Str. 126;94469;Deggendorf
3333;Otto-Brindl-Str. 2;94447;Plattling
3334;Hochstr. 46;94405;Landau/ Isar
3335;Donaustr. 12;94491;Hengersberg
3336;Blumenstr. 4;94486;Osterhofen
3337;Mariakirchner Str. 34;94424;Arnstorf
3338;Vormbacher Weg 14;94481;Grafenau
3339;Vilshofener Str. 36;94535;Eging am See
3340;Aidenbacher Str. 70;94474;Vilshofen
3341;Speltenbach 66;94078;Freyung
3342;Am Kreisel 1;94116;Hutthurm
3343;Bannholzstr. 34A;94065;Waldkirchen
3344;Granecker Str. 6;94036;Passau-Auerbach
3345;Josef-Greschniok-Str. 6;94051;Hauzenberg
3346;Lindau 9;94034;Passau-Grubweg
3347;Schmiedweg 8;94060;Pocking
3348;Bürgermeister-Schönbauer-Str. 1;94060;Pocking
